short_name,url
luat_du_lich_2017,https://luatvietnam.vn/van-hoa/luat-du-lich-2017-luat-so-09-2017-qh14-115518-d1.html
nghi_dinh_45_2019_nd_cp,https://luatvietnam.vn/van-hoa/nghi-dinh-45-2019-nd-cp-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-du-lich-172972-d1.html
thong_tu_06_2017_tt_bvhttdl,https://luatvietnam.vn/van-hoa/thong-tu-06-2017-tt-bvhttdl-bo-van-hoa-the-thao-va-du-lich-158431-d1.html
